,NDCG,Ave_rank,metric,group,ave_metric
0,0.15693994437792994,14.0,0.016829833695010347,0,0.5360007717775899
1,0.0488146815731722,18.0,0.01695484910487631,0,0.5360007717775899
2,0.3664704081423617,7.0,0.01787124182879345,0,0.5360007717775899
3,0.3006856092311612,7.5,0.019759423538304847,0,0.5360007717775899
4,0.04273705117790157,17.0,0.023145015857887682,0,0.5360007717775899
5,0.0509244396172251,19.0,0.028887023596696978,0,0.5360007717775899
6,0.8772153153380494,2.5,0.02902728947963119,0,0.5360007717775899
7,0.0,100000.0,0.03189139213700771,0,0.5360007717775899
8,0.14186679195162102,9.5,0.03403296195969786,0,0.5360007717775899
9,0.1639885269580276,9.666666666666666,0.03555759913752253,0,0.5360007717775899
10,0.22030836205710322,8.333333333333334,0.03649219100175098,0,0.5360007717775899
11,0.141266972859829,9.0,0.03695430004482527,0,0.5360007717775899
12,0.21436236757699684,10.25,0.03698594523239853,0,0.5360007717775899
13,0.3767930866340467,12.5,0.0373300036881119,0,0.5360007717775899
14,0.18684868323532902,4.5,0.03944797409297555,0,0.5360007717775899
15,0.0,100000.0,0.04029530449743403,0,0.5360007717775899
16,0.36406422097059854,8.333333333333334,0.04297224568234861,0,0.5360007717775899
17,0.08319328176705462,10.0,0.044046540034505845,0,0.5360007717775899
18,0.09335399548964864,7.5,0.045906555163350196,0,0.5360007717775899
19,0.0,100000.0,0.04696793409294506,0,0.5360007717775899
20,0.0,100000.0,0.049297087001886467,0,0.5360007717775899
21,0.20107017885523368,11.25,0.04930829550546741,0,0.5360007717775899
22,0.04734667987788577,7.0,0.049983883877222364,0,0.5360007717775899
23,0.051573320538546435,13.0,0.05018204575627987,0,0.5360007717775899
24,0.0,100000.0,0.053819129527678325,0,0.5360007717775899
25,0.20477692477242518,12.2,0.054231237713494286,0,0.5360007717775899
26,0.0,100000.0,0.05503505957644451,0,0.5360007717775899
27,0.16922199217311074,12.666666666666666,0.05529654623456651,0,0.5360007717775899
28,0.5413987854819773,8.857142857142858,0.05605452291852214,0,0.5360007717775899
29,0.0,100000.0,0.056722886230563554,0,0.5360007717775899
30,0.05750402108673012,16.0,0.057490668316197625,0,0.5360007717775899
31,0.11284514134893524,10.0,0.05782465870648075,0,0.5360007717775899
32,0.1402129701779605,4.0,0.05862884808718507,0,0.5360007717775899
33,0.08209833749291072,11.0,0.05921439063587411,0,0.5360007717775899
34,0.15245286389947368,7.5,0.059543624836564404,0,0.5360007717775899
35,0.3853781629864777,9.833333333333334,0.06037259746061373,0,0.5360007717775899
36,0.0,100000.0,0.060613842115417184,0,0.5360007717775899
37,0.059477192729042165,12.0,0.06142480652244204,0,0.5360007717775899
38,0.2328791260786328,9.0,0.06144514751731936,0,0.5360007717775899
39,0.18698478041943853,7.666666666666667,0.062207213940157796,0,0.5360007717775899
40,0.1500067931083378,16.0,0.0635504628036248,0,0.5360007717775899
41,0.3769804404784999,11.428571428571429,0.06371913876609346,0,0.5360007717775899
