,Performance,Ave_rank,metric,group,ave_metric
0,0.2709229575310716,29.9,0,0,5.873144399460189
1,0.18104466660741664,108.8,0,0,5.873144399460189
2,0.2004515055898592,212.8,0,0,5.873144399460189
3,0.2064618683791802,166.45,0,0,5.873144399460189
4,0.2923882953912219,65.2,0,0,5.873144399460189
5,0.20166755642921808,62.25,0,0,5.873144399460189
6,0.14683023521861321,172.1,0,0,5.873144399460189
7,0.16567856258707742,107.75,0,0,5.873144399460189
8,0.181508399905224,188.35,0,0,5.873144399460189
9,0.24649201787028513,36.1,0,0,5.873144399460189
10,0.18606550450553738,108.6,0,0,5.873144399460189
11,0.10971457265084553,755.0555555555555,0,0,5.873144399460189
12,0.13403540136497905,262.4,0,0,5.873144399460189
13,0.23579552576002882,63.35,0,0,5.873144399460189
14,0.21358707619015144,73.1,0,0,5.873144399460189
15,0.24196289146276442,54.55,0,0,5.873144399460189
16,0.1739640993257212,185.55,0,0,5.873144399460189
17,0.16416137163179162,179.1,0,0,5.873144399460189
18,0.14823493851761815,180.0,0,0,5.873144399460189
19,0.22327153102081718,35.1,0,0,5.873144399460189
20,0.1860883724573655,115.5,0,0,5.873144399460189
21,0.11991881315461601,462.75,0,0,5.873144399460189
22,0.31809588299486513,70.35,0,0,5.873144399460189
23,0.24608505818361515,36.4,0,0,5.873144399460189
24,0.13854795229278968,256.6,0,0,5.873144399460189
25,0.1401297516689432,311.5,0,0,5.873144399460189
26,0.2151057602435315,42.15,0,0,5.873144399460189
27,0.20456297183438626,100.35,0,0,5.873144399460189
28,0.10027076441857331,1065.5,0,0,5.873144399460189
29,0.1468686241060142,223.5,0,0,5.873144399460189
30,0.14999961476306106,185.45,0,0,5.873144399460189
31,0.13964418125674985,452.7,0,0,5.873144399460189
32,0.180641668820909,240.05,0,0,5.873144399460189
33,0.2516425267440433,66.05,0,0,5.873144399460189
34,0.16483654850290025,267.25,0,0,5.873144399460189
35,0.1426658701796977,316.3,0,0,5.873144399460189
36,0.11336265514782382,813.75,0,0,5.873144399460189
37,0.15962448997409873,187.3,0,0,5.873144399460189
38,0.26763078582019706,59.75,0,0,5.873144399460189
39,0.18389129497750706,79.3,0,0,5.873144399460189
40,0.2768319411081421,19.5,0,0,5.873144399460189
41,0.16168955966540138,108.75,0,0,5.873144399460189
42,0.12919392089266848,297.2,0,0,5.873144399460189
43,0.19501538765782298,61.65,0,0,5.873144399460189
44,0.26553789482441625,34.4,0,0,5.873144399460189
45,0.2535669830342511,76.75,0,0,5.873144399460189
46,0.16782815500210885,194.65,0,0,5.873144399460189
47,0.2020180060091039,126.5,0,0,5.873144399460189
48,0.2880723789361371,40.3,1,0,5.873144399460189
49,0.11561325652389112,636.9,1,0,5.873144399460189
50,0.2189640909221323,55.4,1,0,5.873144399460189
51,0.23323073731298888,35.35,1,0,5.873144399460189
52,0.1449400947137949,176.75,1,0,5.873144399460189
53,0.1411415643615385,280.35,1,0,5.873144399460189
54,0.12510699333594485,420.15,1,0,5.873144399460189
55,0.13551406042174646,409.35,1,0,5.873144399460189
56,0.14149693433676097,220.15,1,0,5.873144399460189
57,0.1593109242849022,127.95,1,0,5.873144399460189
58,0.23802898158750346,66.2,1,0,5.873144399460189
59,0.19078698657680462,82.8,1,0,5.873144399460189
60,0.2429618742194694,92.4,1,0,5.873144399460189
61,0.12017760477968417,513.55,1,0,5.873144399460189
62,0.2358337903139133,50.0,1,0,5.873144399460189
63,0.13518171954490704,296.3,1,0,5.873144399460189
64,0.2799153814479605,28.8,1,0,5.873144399460189
65,0.1820634088631042,108.3,1,0,5.873144399460189
66,0.14879189862623923,225.35,1,0,5.873144399460189
67,0.18762314353874557,72.15,1,0,5.873144399460189
68,0.278979893481372,35.65,1,0,5.873144399460189
69,0.22683972248954126,284.8,1,0,5.873144399460189
70,0.12708269982653572,405.15,1,0,5.873144399460189
71,0.12269867440973259,358.8,1,0,5.873144399460189
72,0.13951360287818038,223.7,1,0,5.873144399460189
73,0.15387670053496497,191.05,1,0,5.873144399460189
74,0.16217438537889478,111.55,1,0,5.873144399460189
75,0.14811012514452648,141.15,1,0,5.873144399460189
76,0.14223886121756943,229.75,1,0,5.873144399460189
77,0.1730740770625991,168.4,1,0,5.873144399460189
78,0.2717173346436995,54.4,1,0,5.873144399460189
79,0.16541789787844235,129.2,1,0,5.873144399460189
80,0.11237185474755967,737.6842105263158,1,0,5.873144399460189
81,0.1096763223402419,592.85,1,0,5.873144399460189
82,0.14076561466466245,298.15,1,0,5.873144399460189
83,0.14874910603276797,215.15,1,0,5.873144399460189
84,0.2135820264651646,66.05,1,0,5.873144399460189
85,0.183331200406403,114.1,1,0,5.873144399460189
86,0.22710011178323836,56.2,1,0,5.873144399460189
87,0.15322992271980637,160.25,1,0,5.873144399460189
88,0.22538247987262966,66.5,1,0,5.873144399460189
89,0.1991430857996514,89.9,1,0,5.873144399460189
90,0.18679895183905112,79.45,1,0,5.873144399460189
91,0.1554710951166493,232.7,1,0,5.873144399460189
92,0.3074356925344893,27.4,1,0,5.873144399460189
93,0.18109573146739194,157.25,1,0,5.873144399460189
94,0.16281867576880799,146.85,1,0,5.873144399460189
95,0.1387836941986228,259.2,1,0,5.873144399460189
96,0.2063364701409222,79.75,1,0,5.873144399460189
97,0.3221397664969169,26.6,1,0,5.873144399460189
98,0.15947937901132345,157.85,1,0,5.873144399460189
99,0.14547247807930824,269.05,1,0,5.873144399460189
100,0.11074855641523738,591.0625,1,0,5.873144399460189
101,0.15655896032923786,244.35,1,0,5.873144399460189
102,0.1084926325974895,642.5,1,0,5.873144399460189
103,0.11713711681694514,487.05,1,0,5.873144399460189
104,0.41953905583758644,13.55,1,0,5.873144399460189
105,0.19389509495280255,92.25,1,0,5.873144399460189
106,0.1405479528419638,254.85,1,0,5.873144399460189
107,0.2363979502775519,87.55,1,0,5.873144399460189
108,0.12984147221231646,476.55,1,0,5.873144399460189
109,0.17742183172519066,85.15,1,0,5.873144399460189
110,0.1601916038780093,110.5,1,0,5.873144399460189
111,0.1583429015264446,189.9,1,0,5.873144399460189
112,0.1716050639419589,94.4,1,0,5.873144399460189
113,0.2801592757189842,24.05,1,0,5.873144399460189
114,0.09829518602764324,1241.2222222222222,1,0,5.873144399460189
115,0.1421308677010573,345.9,1,0,5.873144399460189
116,0.288211774826991,22.1,1,0,5.873144399460189
117,0.2157720633329053,75.05,1,0,5.873144399460189
118,0.1359896140571546,238.0,1,0,5.873144399460189
119,0.19641058107636294,95.05,1,0,5.873144399460189
120,0.18113954982549535,132.4,1,0,5.873144399460189
121,0.15224189711745617,235.3,1,0,5.873144399460189
122,0.1609453532949193,135.35,1,0,5.873144399460189
123,0.1971072909371105,53.4,1,0,5.873144399460189
124,0.23976437641737566,32.0,1,0,5.873144399460189
125,0.20063862359367945,60.05,1,0,5.873144399460189
126,0.1832605197775252,113.85,1,0,5.873144399460189
127,0.27335830047078147,38.05,1,0,5.873144399460189
128,0.31995263742681496,23.45,1,0,5.873144399460189
129,0.1718179868052899,128.25,1,0,5.873144399460189
130,0.15943344965535153,161.45,1,0,5.873144399460189
131,0.1831587195732695,141.7,1,0,5.873144399460189
132,0.2664100007009623,47.9,1,0,5.873144399460189
133,0.19010972393703177,68.45,1,0,5.873144399460189
134,0.3043121862563551,28.3,1,0,5.873144399460189
135,0.13705329123356297,241.2,1,0,5.873144399460189
136,0.18052130276238443,250.45,1,0,5.873144399460189
137,0.17706444489709067,152.75,1,0,5.873144399460189
138,0.15903376831528104,127.95,1,0,5.873144399460189
139,0.1781151644707077,97.5,1,0,5.873144399460189
140,0.1411829534667166,237.5,1,0,5.873144399460189
141,0.16565889385642135,134.1,1,0,5.873144399460189
142,0.13083397806695368,265.05,1,0,5.873144399460189
143,0.16111277475025182,197.6,1,0,5.873144399460189
144,0.13943056988306474,250.6,1,0,5.873144399460189
145,0.17639570172758084,85.45,1,0,5.873144399460189
146,0.14623116437456296,199.15,1,0,5.873144399460189
147,0.17110708361033453,112.65,1,0,5.873144399460189
148,0.2075192516996907,51.6,1,0,5.873144399460189
149,0.14213815924978465,221.65,1,0,5.873144399460189
150,0.1461581325292071,296.7,1,0,5.873144399460189
151,0.2652308822272153,25.35,1,0,5.873144399460189
152,0.14079766357564633,225.8,1,0,5.873144399460189
153,0.21706879320592573,115.75,1,0,5.873144399460189
154,0.11071385876533556,619.9090909090909,1,0,5.873144399460189
155,0.19762943111212827,78.4,1,0,5.873144399460189
156,0.18039362827899455,62.8,1,0,5.873144399460189
157,0.12605675201746844,398.65,1,0,5.873144399460189
158,0.1267534950214317,348.15,1,0,5.873144399460189
159,0.15908687256184603,204.7,1,0,5.873144399460189
160,0.22588530777317986,53.65,1,0,5.873144399460189
161,0.09973476761887884,1082.0,1,0,5.873144399460189
162,0.13493853150888385,301.5,1,0,5.873144399460189
163,0.17115143417501733,118.25,1,0,5.873144399460189
164,0.24635184643389327,62.15,1,0,5.873144399460189
165,0.11484059278195156,551.4615384615385,1,0,5.873144399460189
166,0.1981546644051295,104.3,1,0,5.873144399460189
167,0.19810109603468604,64.2,1,0,5.873144399460189
168,0.2028552007917487,55.6,1,0,5.873144399460189
169,0.10347499310482441,898.0769230769231,1,0,5.873144399460189
170,0.2555272175213289,100.3,1,0,5.873144399460189
171,0.26385175860948606,39.2,1,0,5.873144399460189
172,0.12571079315502118,316.75,1,0,5.873144399460189
173,0.1921434033176736,164.7,1,0,5.873144399460189
174,0.2032690235194186,85.5,1,0,5.873144399460189
175,0.1733754708172696,110.5,1,0,5.873144399460189
176,0.1725244821699601,121.2,1,0,5.873144399460189
177,0.18790536612791647,62.15,1,0,5.873144399460189
178,0.14673392967551196,282.5,1,0,5.873144399460189
179,0.1504317626621452,223.2,1,0,5.873144399460189
180,0.16277730163885004,258.85,1,0,5.873144399460189
181,0.14473925399806692,292.55,1,0,5.873144399460189
182,0.14172753951194628,187.1,1,0,5.873144399460189
183,0.19831148999787654,59.55,2,0,5.873144399460189
184,0.30020655962023846,43.05,2,0,5.873144399460189
185,0.11343449993526522,510.1666666666667,2,0,5.873144399460189
186,0.2149998071170188,88.75,2,0,5.873144399460189
187,0.1461644111509411,274.3,2,0,5.873144399460189
188,0.149737260122438,191.4,2,0,5.873144399460189
189,0.3254224966317274,39.15,2,0,5.873144399460189
190,0.09941380740702926,1233.625,2,0,5.873144399460189
191,0.13877410690407113,226.95,2,0,5.873144399460189
192,0.18281888000587485,140.7,2,0,5.873144399460189
193,0.14196356991659378,238.95,2,0,5.873144399460189
194,0.14582462287209236,166.85,2,0,5.873144399460189
195,0.2599035013017169,43.1,2,0,5.873144399460189
196,0.1602423281489786,144.45,2,0,5.873144399460189
197,0.13496369298584845,304.5,2,0,5.873144399460189
198,0.13763429732240506,187.6,2,0,5.873144399460189
199,0.2305217419083705,74.1,2,0,5.873144399460189
200,0.18050653879756395,107.25,2,0,5.873144399460189
201,0.12949213385322794,263.65,2,0,5.873144399460189
202,0.19130996886233176,125.2,2,0,5.873144399460189
203,0.1607300633646843,122.25,2,0,5.873144399460189
204,0.1455597692157152,218.25,2,0,5.873144399460189
205,0.180897403594143,103.25,2,0,5.873144399460189
206,0.22003815749710673,41.15,2,0,5.873144399460189
207,0.21566320500246133,117.05,2,0,5.873144399460189
208,0.13871168311937565,245.05,2,0,5.873144399460189
209,0.2398320754213381,76.4,2,0,5.873144399460189
210,0.22011229290382114,61.45,2,0,5.873144399460189
211,0.1884187735587046,83.6,2,0,5.873144399460189
212,0.21032281010250403,103.25,2,0,5.873144399460189
213,0.21440512790833605,79.1,2,0,5.873144399460189
214,0.22219064913080472,51.5,2,0,5.873144399460189
215,0.19278746910204186,107.1,2,0,5.873144399460189
216,0.17374844884022764,105.55,2,0,5.873144399460189
217,0.21571683144297898,65.65,2,0,5.873144399460189
218,0.20653387925648642,76.0,2,0,5.873144399460189
219,0.15142782191461915,207.55,2,0,5.873144399460189
220,0.1346682991558445,279.85,2,0,5.873144399460189
221,0.21097764878001762,76.5,2,0,5.873144399460189
222,0.15899806796936955,179.1,2,0,5.873144399460189
223,0.11809797304124049,592.4615384615385,2,0,5.873144399460189
224,0.10296496071453339,1145.2142857142858,2,0,5.873144399460189
225,0.11413031148439698,499.6,2,0,5.873144399460189
226,0.148906060311523,258.8,2,0,5.873144399460189
227,0.08922497384124234,2363.0,2,0,5.873144399460189
228,0.12428303662536745,436.2307692307692,2,0,5.873144399460189
229,0.14303134760302602,264.35,2,0,5.873144399460189
230,0.09836172315811302,1287.7142857142858,2,0,5.873144399460189
231,0.2021030992080599,98.0,2,0,5.873144399460189
232,0.11354290636480201,589.75,2,0,5.873144399460189
233,0.09971997068205812,1074.5,2,0,5.873144399460189
234,0.10411214590830467,863.0,2,0,5.873144399460189
235,0.11130618609153449,689.4285714285714,2,0,5.873144399460189
236,0.22840343002196373,124.6,2,0,5.873144399460189
237,0.22045326454741393,65.05,2,0,5.873144399460189
238,0.21157755126827787,148.85,2,0,5.873144399460189
239,0.11599241702498837,531.0,2,0,5.873144399460189
240,0.16348039563455294,200.15,2,0,5.873144399460189
241,0.10488950724398488,941.5,2,0,5.873144399460189
242,0.17915504715591382,84.2,2,0,5.873144399460189
243,0.19321303163283485,140.75,2,0,5.873144399460189
244,0.3039449535538006,50.55,2,0,5.873144399460189
245,0.1116519172049524,647.0,2,0,5.873144399460189
246,0.2691677452775965,33.9,2,0,5.873144399460189
247,0.11869969409141973,416.1333333333333,2,0,5.873144399460189
248,0.1105170103972912,781.6428571428571,2,0,5.873144399460189
249,0.10677193427472682,771.15,2,0,5.873144399460189
250,0.11681962303776336,485.85,2,0,5.873144399460189
251,0.15716530937586062,148.05,2,0,5.873144399460189
252,0.15179347380885838,186.45,2,0,5.873144399460189
253,0.10744525139918311,720.3888888888889,2,0,5.873144399460189
254,0.10144217364722151,1014.5,2,0,5.873144399460189
255,0.19366962804381205,82.45,2,0,5.873144399460189
256,0.17798279124784733,127.15,2,0,5.873144399460189
257,0.09936344733865923,1129.909090909091,2,0,5.873144399460189
258,0.19079282810554687,133.75,2,0,5.873144399460189
259,0.25575904525210175,34.7,2,0,5.873144399460189
260,0.13928316622944578,274.6,2,0,5.873144399460189
261,0.11278661388111251,700.1428571428571,2,0,5.873144399460189
262,0.10771809298609834,729.2222222222222,2,0,5.873144399460189
263,0.20725631955805984,68.6,2,0,5.873144399460189
264,0.2019795965556112,50.75,2,0,5.873144399460189
265,0.1278715898321734,331.05,3,0,5.873144399460189
266,0.1635626587410179,229.7,3,0,5.873144399460189
267,0.15540574220609432,184.15,3,0,5.873144399460189
268,0.1479140090408967,308.2,3,0,5.873144399460189
269,0.12843338567612778,345.4,3,0,5.873144399460189
270,0.10373166407793377,1066.0,3,0,5.873144399460189
271,0.10257453003749707,994.3333333333334,3,0,5.873144399460189
272,0.1561651163616854,111.45,3,0,5.873144399460189
273,0.23808526349723644,29.9,3,0,5.873144399460189
274,0.15035472033819075,181.2,3,0,5.873144399460189
275,0.18991024985371358,98.1,3,0,5.873144399460189
276,0.19374941821138364,209.7,3,0,5.873144399460189
277,0.2217237625424922,56.4,3,0,5.873144399460189
278,0.1784401958338437,173.45,3,0,5.873144399460189
279,0.12534215576956365,398.2,3,0,5.873144399460189
280,0.15697820594373785,136.2,3,0,5.873144399460189
281,0.12669111686451753,446.4,3,0,5.873144399460189
282,0.10141139161297785,1223.8,3,0,5.873144399460189
283,0.23213136833361708,69.95,3,0,5.873144399460189
284,0.12906337425278241,334.2,3,0,5.873144399460189
285,0.12003281744997879,607.8888888888889,3,0,5.873144399460189
286,0.09836570822029451,1247.8,3,0,5.873144399460189
287,0.17501348848949616,113.3,3,0,5.873144399460189
288,0.16020090723441954,173.4,3,0,5.873144399460189
289,0.1093430871640058,766.5714285714286,3,0,5.873144399460189
290,0.2875606700765225,88.35,3,0,5.873144399460189
291,0.15339337434108963,204.1,3,0,5.873144399460189
292,0.14886945943129198,201.75,3,0,5.873144399460189
293,0.13796635764577095,294.3,3,0,5.873144399460189
294,0.18387850686502327,236.25,3,0,5.873144399460189
295,0.09315070570387335,1777.2,3,0,5.873144399460189
296,0.1330728514378188,234.6,3,0,5.873144399460189
297,0.10163416383137573,973.4,3,0,5.873144399460189
298,0.11279707404084659,570.3333333333334,3,0,5.873144399460189
299,0.10147449187439772,981.7777777777778,3,0,5.873144399460189
300,0.13438531910896812,328.55,3,0,5.873144399460189
301,0.11610584444197021,621.95,3,0,5.873144399460189
302,0.0,100000.0,3,0,5.873144399460189
303,0.12677257098112724,348.05,3,0,5.873144399460189
304,0.1315677774599808,421.35,3,0,5.873144399460189
305,0.19536500432531098,79.3,3,0,5.873144399460189
306,0.15946977803168547,185.75,3,0,5.873144399460189
307,0.1130152519715065,629.9,3,0,5.873144399460189
308,0.14098356138936244,335.5,3,0,5.873144399460189
309,0.1285626368699482,284.7142857142857,3,0,5.873144399460189
310,0.10324858539794214,932.0,3,0,5.873144399460189
311,0.17484040488575042,171.85,3,0,5.873144399460189
312,0.14299579098165377,203.85,3,0,5.873144399460189
313,0.11258926715850488,554.4,3,0,5.873144399460189
314,0.10518097911719176,843.8333333333334,3,0,5.873144399460189
315,0.1904840049213397,78.9,3,0,5.873144399460189
316,0.1893558937975782,83.35,3,0,5.873144399460189
317,0.23462304882270685,71.2,3,0,5.873144399460189
318,0.09473662908190077,1550.3333333333333,3,0,5.873144399460189
319,0.146963173667617,206.85,4,0,5.873144399460189
320,0.09908590952478784,1233.2,4,0,5.873144399460189
321,0.28643871040092483,69.45,4,0,5.873144399460189
322,0.1690249700304379,154.75,4,0,5.873144399460189
323,0.13674314888674546,319.75,4,0,5.873144399460189
324,0.1547622686636728,177.85,4,0,5.873144399460189
325,0.1692559015885355,190.95,4,0,5.873144399460189
326,0.19998304785304402,86.5,4,0,5.873144399460189
